2024-09-11 23:05:26,298 INFO    StreamThr :84453 [internal.py:wandb_internal():85] W&B internal server running at pid: 84453, started at: 2024-09-11 23:05:26.298111
2024-09-11 23:05:26,301 DEBUG   HandlerThread:84453 [handler.py:handle_request():158] handle_request: status
2024-09-11 23:05:26,301 INFO    WriterThread:84453 [datastore.py:open_for_write():87] open: /home/edward/Sila/wandb/run-20240911_230526-88sbahyi/run-88sbahyi.wandb
2024-09-11 23:05:26,302 DEBUG   SenderThread:84453 [sender.py:send():391] send: header
2024-09-11 23:05:26,302 DEBUG   SenderThread:84453 [sender.py:send():391] send: run
2024-09-11 23:05:26,496 INFO    SenderThread:84453 [dir_watcher.py:__init__():211] watching files in: /home/edward/Sila/wandb/run-20240911_230526-88sbahyi/files
2024-09-11 23:05:26,496 INFO    SenderThread:84453 [sender.py:_start_run_threads():1200] run started: 88sbahyi with start time 1726095926.297687
2024-09-11 23:05:26,502 DEBUG   HandlerThread:84453 [handler.py:handle_request():158] handle_request: run_start
2024-09-11 23:05:36,460 DEBUG   HandlerThread:84453 [system_info.py:__init__():26] System info init
2024-09-11 23:05:36,460 DEBUG   HandlerThread:84453 [system_info.py:__init__():41] System info init done
2024-09-11 23:05:36,460 INFO    HandlerThread:84453 [system_monitor.py:start():194] Starting system monitor
2024-09-11 23:05:36,461 INFO    SystemMonitor:84453 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-11 23:05:36,461 INFO    HandlerThread:84453 [system_monitor.py:probe():214] Collecting system info
2024-09-11 23:05:36,461 INFO    SystemMonitor:84453 [interfaces.py:start():188] Started cpu monitoring
2024-09-11 23:05:36,462 INFO    SystemMonitor:84453 [interfaces.py:start():188] Started disk monitoring
2024-09-11 23:05:36,463 INFO    SystemMonitor:84453 [interfaces.py:start():188] Started gpu monitoring
2024-09-11 23:05:36,465 INFO    SystemMonitor:84453 [interfaces.py:start():188] Started memory monitoring
2024-09-11 23:05:36,465 INFO    SystemMonitor:84453 [interfaces.py:start():188] Started network monitoring
2024-09-11 23:05:36,513 DEBUG   HandlerThread:84453 [system_info.py:probe():152] Probing system
2024-09-11 23:05:36,515 DEBUG   HandlerThread:84453 [system_info.py:_probe_git():137] Probing git
2024-09-11 23:05:36,519 DEBUG   HandlerThread:84453 [system_info.py:_probe_git():145] Probing git done
2024-09-11 23:05:36,519 DEBUG   HandlerThread:84453 [system_info.py:probe():200] Probing system done
