2024-09-11 22:08:58,966 INFO    StreamThr :74526 [internal.py:wandb_internal():85] W&B internal server running at pid: 74526, started at: 2024-09-11 22:08:58.966182
2024-09-11 22:08:58,968 DEBUG   HandlerThread:74526 [handler.py:handle_request():158] handle_request: status
2024-09-11 22:08:58,969 INFO    WriterThread:74526 [datastore.py:open_for_write():87] open: /home/edward/Sila/wandb/run-20240911_220858-tzj1t28h/run-tzj1t28h.wandb
2024-09-11 22:08:58,969 DEBUG   SenderThread:74526 [sender.py:send():391] send: header
2024-09-11 22:08:58,970 DEBUG   SenderThread:74526 [sender.py:send():391] send: run
2024-09-11 22:08:59,125 INFO    SenderThread:74526 [dir_watcher.py:__init__():211] watching files in: /home/edward/Sila/wandb/run-20240911_220858-tzj1t28h/files
2024-09-11 22:08:59,125 INFO    SenderThread:74526 [sender.py:_start_run_threads():1200] run started: tzj1t28h with start time 1726092538.965804
2024-09-11 22:08:59,131 DEBUG   HandlerThread:74526 [handler.py:handle_request():158] handle_request: run_start
2024-09-11 22:09:08,864 DEBUG   HandlerThread:74526 [system_info.py:__init__():26] System info init
2024-09-11 22:09:08,864 DEBUG   HandlerThread:74526 [system_info.py:__init__():41] System info init done
2024-09-11 22:09:08,864 INFO    HandlerThread:74526 [system_monitor.py:start():194] Starting system monitor
2024-09-11 22:09:08,865 INFO    SystemMonitor:74526 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-11 22:09:08,865 INFO    HandlerThread:74526 [system_monitor.py:probe():214] Collecting system info
2024-09-11 22:09:08,865 INFO    SystemMonitor:74526 [interfaces.py:start():188] Started cpu monitoring
2024-09-11 22:09:08,866 INFO    SystemMonitor:74526 [interfaces.py:start():188] Started disk monitoring
2024-09-11 22:09:08,867 INFO    SystemMonitor:74526 [interfaces.py:start():188] Started gpu monitoring
2024-09-11 22:09:08,868 INFO    SystemMonitor:74526 [interfaces.py:start():188] Started memory monitoring
2024-09-11 22:09:08,869 INFO    SystemMonitor:74526 [interfaces.py:start():188] Started network monitoring
